"","X","experiment_id","sample_id","platform_id","cell_type","category","general_cell_type","donor_tissue","sub_cell_type1","ts_timepoint","ResemblingNativeCellType","index","cell_type.1","category.1","target_cell_type","general_cell_type.1","parental_cell_type","donor_tissue.1","CellType","Treatment","progenitor.cell.type","Comment","SRR_accession","QC_summary","SRX_accession","SRS_accession","SRP_accession","GSE_accession","Sample_name","Library_name","SampleName","ReleaseDate","LoadDate","spots","bases","spots_with_mates","avgLength","size_MB","AssemblyName","download_path","LibraryName","LibraryStrategy","LibrarySelection","LibrarySource","LibraryLayout","InsertSize","InsertDev","Platform","Model","SRAStudy","BioProject","Study_Pubmed_id","ProjectID","Sample","BioSample","SampleType","TaxID","ScientificName","g1k_pop_code","source","g1k_analysis_group","Subject_ID","Sex","Disease","Tumor","Affection_Status","Analyte_Type","Histological_Type","Body_Site","CenterName","Submission","dbgap_study_accession","Consent","RunHash","ReadHash"
"SRR5740337","SRP110135.SRX2946178.GPL16791","SRP110135","SRX2946178","GPL16791","derived retinal pigmented epithelium","test","dRPE","IPS","dRPE-IPS","d90","",125,"derived RPE","test","RPE","derived RPE","IPS","","derived RPE","90 d","","derived from iPS for 90 d","SRR5740337","PASS","SRX2946178","SRS2305609","SRP110135","iPSRPE","","iPSRPE_RNASeq","iPSRPE","2017-08-29 19:46:11","2017-06-22 12:46:58",249774515,50197062280,249774515,200,30525,"","https://sra-download.ncbi.nlm.nih.gov/traces/sra49/SRR/005605/SRR5740337","iPSRPE_RNASeq","RNA-Seq","unspecified","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP110135","PRJNA391430",NA,391430,"SRS2305609","SAMN07268950","simple",9606,"Homo sapiens",NA,NA,NA,NA,"not determined",NA,"no",NA,NA,NA,"","STATE UNIVERSITY OF NEW YORK AT BUFFALO","SRA579388",NA,"public","8871719CA9C169194D79E1D229CFA56F","0E9BABFBBAA053E41C03198271BEEA98"
"SRR5740338","SRP110135.SRX2946177.GPL16791","SRP110135","SRX2946177","GPL16791","fetal retinal pigmented epithelium","standard","fRPE",NA,NA,"","",126,"fetal RPE","standard",NA,"fetal RPE",NA,"","fetal RPE","control","","16 w fetal RPE","SRR5740338","PASS","SRX2946177","SRS2305607","SRP110135","fRPE_16w","","fRPE_16w_RNASeq","fRPE_16w","2017-08-29 19:46:10","2017-06-22 13:35:44",350257500,70752015000,350257500,202,48028,"","https://sra-download.ncbi.nlm.nih.gov/traces/sra49/SRR/005605/SRR5740338","fRPE_16w_RNASeq","RNA-Seq","unspecified","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP110135","PRJNA391430",NA,391430,"SRS2305607","SAMN07268948","simple",9606,"Homo sapiens",NA,NA,NA,NA,"not determined",NA,"no",NA,NA,NA,"","STATE UNIVERSITY OF NEW YORK AT BUFFALO","SRA579388",NA,"public","4C68B794EC1BFF7368ED92FE54AA5452","B052D0C099096E3A4B94D20A312346A4"
"SRR5740339","SRP110135.SRX2946176.GPL16791","SRP110135","SRX2946176","GPL16791","induced pluripotent stem cell","standard","IPS","FIB","IPS-FIB","","",127,"iPS","standard",NA,"iPS","fibroblast","fibroblast","iPS","untreated","fibroblast","Human iPS cells (1016 line) were generously provided by Dr. Chad Cowan at the Harvard Stem Cell Institute. Additionally, the iPS were reprogrammed from fibroblasts, and the epigenetic landscape is believed to change, minimally, during reprogramming and differentiation.","SRR5740339","PASS","SRX2946176","SRS2305608","SRP110135","iPS","","iPS_RNASeq","iPS","2017-08-29 19:46:10","2017-06-22 11:54:43",216851317,43803966034,216851317,202,27043,"","https://sra-download.ncbi.nlm.nih.gov/traces/sra49/SRR/005605/SRR5740339","iPS_RNASeq","RNA-Seq","unspecified","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP110135","PRJNA391430",NA,391430,"SRS2305608","SAMN07268949","simple",9606,"Homo sapiens",NA,NA,NA,NA,"not determined",NA,"no",NA,NA,NA,"","STATE UNIVERSITY OF NEW YORK AT BUFFALO","SRA579388",NA,"public","FA36275DAD77C5155BCFA007E6719433","FA57E014EA7C7F399CA363869D91F29D"
"SRR7626967","SRP155815.SRX4490879.GPL20795","SRP155815","SRX4490879","GPL20795","fetal retinal pigmented epithelium","standard","fRPE",NA,NA,"","",130,"fetal RPE","standard",NA,"fetal RPE",NA,"","fetal RPE","control","","fetal RPE","SRR7626967","PASS","SRX4490879","SRS3613475","SRP155815","fRPE2","","2","fRPE2","2018-08-01 00:44:28","2018-07-31 09:03:38",34847550,10443608997,0,299,4046,"","https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007448/SRR7626967","2","RNA-Seq","PCR","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","HiSeq X Ten","SRP155815","PRJNA482035",NA,482035,"SRS3613475","SAMN09694363","simple",9606,"Homo sapiens",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,"","THE FIRST AFFILIATED HOSPITAL OF NANJING MEDICAL UNIVERSITY","SRA748273",NA,"public","CBDFE93D5B8A10C532FFBDD3B1C24BBA","C14D600F79B6D0212F5C85ED56A9D126"
"SRR7626968","SRP155815.SRX4490878.GPL20795","SRP155815","SRX4490878","GPL20795","fetal retinal pigmented epithelium","standard","fRPE",NA,NA,"","",131,"fetal RPE","standard",NA,"fetal RPE",NA,"","fetal RPE","control","","fetal RPE","SRR7626968","PASS","SRX4490878","SRS3613474","SRP155815","fRPE1","","1","fRPE1","2018-08-01 00:44:28","2018-07-31 08:59:46",25972851,6491931755,0,249,2135,"","https://sra-download.ncbi.nlm.nih.gov/traces/sra68/SRR/007448/SRR7626968","1","RNA-Seq","PCR","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","HiSeq X Ten","SRP155815","PRJNA482035",NA,482035,"SRS3613474","SAMN09694362","simple",9606,"Homo sapiens",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,"","THE FIRST AFFILIATED HOSPITAL OF NANJING MEDICAL UNIVERSITY","SRA748273",NA,"public","34362F06905AB6411C6382AF49BA0D4F","7B9F99B498E639A497545F45BDE7F94C"
"SRR7626970","SRP155815.SRX4490876.GPL20795","SRP155815","SRX4490876","GPL20795","fetal retinal pigmented epithelium","standard","fRPE",NA,NA,"","",132,"fetal RPE","standard",NA,"fetal RPE",NA,"","fetal RPE","control","","fetal RPE","SRR7626970","PASS","SRX4490876","SRS3613472","SRP155815","fRPE3","","3","fRPE3","2018-08-03 13:03:13","2018-08-03 12:51:21",26708562,8004142543,0,299,3064,"","https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007448/SRR7626970","3","RNA-Seq","PCR","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","HiSeq X Ten","SRP155815","PRJNA482035",NA,482035,"SRS3613472","SAMN09694378","simple",9606,"Homo sapiens",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,"","THE FIRST AFFILIATED HOSPITAL OF NANJING MEDICAL UNIVERSITY","SRA748273",NA,"public","AF9EF0A34AB62CDDE58F53CF8D7F96F2","8A0398A65ACCA1DC8DE768E87C59D47F"
"ERR2365244","ERP107276.ERX2413555.GPL20301","ERP107276","ERX2413555","GPL20301","derived cardiomyocyte","test","dCM","IPS","dCM-IPS","endpoint","",133,"derived cardiomyocytes","test","cardiomyocytes","derived cardiomyocyte","IPS","","derived cardiomyocytes","untreated","IPS","derived cardiomyocyte from iPSC line NA19101","ERR2365244","PASS","ERX2413555","ERS2267552","ERP107276","SAMEA104666169","","cardio-1_s","SAMEA104666169","2018-07-12 08:00:27","2018-07-18 07:02:27",52572897,2628644850,0,50,870,"","https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2365/ERR2365244","cardio-1_s","RNA-Seq","RANDOM","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 4000","ERP107276","PRJEB25366",NA,480827,"ERS2267552","SAMEA104666169","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","Lindsey Montefiori","ERA1238104",NA,"public","20E8E54A9A967A59DD73D5BE93ACDFD9","5DDB219BF88BD54886ABEBF0285960A4"
"ERR2365245","ERP107276.ERX2413556.GPL20301","ERP107276","ERX2413556","GPL20301","derived cardiomyocyte","test","dCM","IPS","dCM-IPS","endpoint","",134,"derived cardiomyocytes","test","cardiomyocytes","derived cardiomyocyte","IPS","","derived cardiomyocytes","untreated","IPS","derived cardiomyocyte from iPSC line NA19101","ERR2365245","PASS","ERX2413556","ERS2267553","ERP107276","SAMEA104666170","","cardio-2_s","SAMEA104666170","2018-07-12 08:00:28","2018-07-18 07:03:18",82082863,4104143150,0,50,1350,"","https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2365/ERR2365245","cardio-2_s","RNA-Seq","RANDOM","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 4000","ERP107276","PRJEB25366",NA,480827,"ERS2267553","SAMEA104666170","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","Lindsey Montefiori","ERA1238104",NA,"public","4980EBFBF20F96A6F72A2C392753DC98","51AA07AC06C8BE972B5F218B44A57005"
"SRR2156549","SRP062329.SRX1143465.GPL16791","SRP062329","SRX1143465","GPL16791","fetal heart","standard","fHRT",NA,NA,"","",137,"fetal heart","standard",NA,"fetal heart",NA,"","fetal heart","untreated","","fetal heart 19 wk","SRR2156549","PASS","SRX1143465","SRS1029769","SRP062329","Fetal heart (19 wk) RNAseq","","Tfh-polyA","Fetal heart (19 wk) RNAseq","2016-08-10 00:00:00","2015-08-12 11:55:24",15323253,1547648553,0,101,953,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR2156549/SRR2156549.1","Tfh-polyA","RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP062329","PRJNA292450",NA,292450,"SRS1029769","SAMN03976191","simple",9606,"Homo sapiens",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,"","HHMI/ROCKEFELLER UNIVERSITY","SRA288438",NA,"public","8C3FFE15D8E2966B7AC3D3E1C6A71038","B29FA1D1B1F86602FBBBF847401E17AF"
"ERR2105154","ERP091820.ERX2162432.GPL16791","ERP091820","ERX2162432","GPL16791","derived neural stem cell","test","dNSC","IPS","dNSC-IPS","endpoint","",138,"derived neural stem cells","test","neural stem cells","derived neural stem cell","IPS","","derived neural stem cells","D0 untreated","induced pluripotent stem cell","FACS sorted (CD184+/CD271-/CD44-/CD24-/CD15+) neural stem cells, derived from iPSC cells, from autism spectrum disorder patient; PMID:30617258","ERR2105154","PASS","ERX2162432","ERS1886913","ERP091820","SAMEA104227895","","Able_D0.fastq.gz_s","SAMEA104227895","2019-01-24 09:07:04","2019-01-24 09:06:28",24199029,1234150479,0,51,468,"","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR2105/ERR2105154","Able_D0.fastq.gz_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP091820","PRJEB89471",NA,513827,"ERS1886913","SAMEA104227895","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","Next Generation Sequencing Core, The Salk Institute for Biological Studies, 10010 North Torrey Pines Road, La Jolla, CA 92037, USA","ERA1064806",NA,"public","EC87721D498D53D4A51D1DD166270CDB","252222EF8B850B60817FDF7395195D21"
"ERR2105155","ERP091820.ERX2162433.GPL16791","ERP091820","ERX2162433","GPL16791","derived neural stem cell","test","dNSC","IPS","dNSC-IPS","endpoint","",139,"derived neural stem cells","test","neural stem cells","derived neural stem cell","IPS","","derived neural stem cells","D0 untreated","induced pluripotent stem cell","FACS sorted (CD184+/CD271-/CD44-/CD24-/CD15+) neural stem cells, derived from iPSC cells, from autism spectrum disorder patient; PMID:30617258","ERR2105155","PASS","ERX2162433","ERS1886914","ERP091820","SAMEA104227896","","Acai_D0.fastq.gz_s","SAMEA104227896","2019-01-24 09:07:04","2019-01-24 09:06:31",28123342,1434290442,0,51,509,"","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR2105/ERR2105155","Acai_D0.fastq.gz_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP091820","PRJEB89471",NA,513827,"ERS1886914","SAMEA104227896","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","Next Generation Sequencing Core, The Salk Institute for Biological Studies, 10010 North Torrey Pines Road, La Jolla, CA 92037, USA","ERA1064806",NA,"public","B746278D416DCB0CB6E3FBDFFC3B2112","9E41811664E469CABC55C027BA273CB2"
"ERR2105156","ERP091820.ERX2162434.GPL16791","ERP091820","ERX2162434","GPL16791","derived neural stem cell","test","dNSC","IPS","dNSC-IPS","endpoint","",140,"derived neural stem cells","test","neural stem cells","derived neural stem cell","IPS","","derived neural stem cells","D0 untreated","induced pluripotent stem cell","FACS sorted (CD184+/CD271-/CD44-/CD24-/CD15+) neural stem cells, derived from iPSC cells, from autism spectrum disorder patient; PMID:30617258","ERR2105156","PASS","ERX2162434","ERS1886915","ERP091820","SAMEA104227897","","Aero_D0.fastq.gz_s","SAMEA104227897","2019-01-24 09:07:04","2019-01-24 09:06:32",29232552,1490860152,0,51,529,"","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR2105/ERR2105156","Aero_D0.fastq.gz_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP091820","PRJEB89471",NA,513827,"ERS1886915","SAMEA104227897","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","Next Generation Sequencing Core, The Salk Institute for Biological Studies, 10010 North Torrey Pines Road, La Jolla, CA 92037, USA","ERA1064806",NA,"public","E88F501A34F54C92296BC71163897F35","5062D168370CA1DBC79BB87948CE23E1"
"ERR2105157","ERP091820.ERX2162435.GPL16791","ERP091820","ERX2162435","GPL16791","derived neural stem cell","test","dNSC","IPS","dNSC-IPS","endpoint","",141,"derived neural stem cells","test","neural stem cells","derived neural stem cell","IPS","","derived neural stem cells","D0 untreated","induced pluripotent stem cell","FACS sorted (CD184+/CD271-/CD44-/CD24-/CD15+) neural stem cells, derived from iPSC cells, from autism spectrum disorder patient; PMID:30617258","ERR2105157","PASS","ERX2162435","ERS1886916","ERP091820","SAMEA104227898","","Agua_D0.fastq.gz_s","SAMEA104227898","2019-01-24 09:07:04","2019-01-24 09:07:41",32966945,1681314195,0,51,596,"","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR2105/ERR2105157","Agua_D0.fastq.gz_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP091820","PRJEB89471",NA,513827,"ERS1886916","SAMEA104227898","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","Next Generation Sequencing Core, The Salk Institute for Biological Studies, 10010 North Torrey Pines Road, La Jolla, CA 92037, USA","ERA1064806",NA,"public","459FD6784979165E1E71BDD3DFFEE09D","C9963528D01F630B2B8A7C43318004B8"
"ERR2105158","ERP091820.ERX2162436.GPL16791","ERP091820","ERX2162436","GPL16791","derived neural stem cell","test","dNSC","IPS","dNSC-IPS","endpoint","",142,"derived neural stem cells","test","neural stem cells","derived neural stem cell","IPS","","derived neural stem cells","D0 untreated","induced pluripotent stem cell","FACS sorted (CD184+/CD271-/CD44-/CD24-/CD15+) neural stem cells, derived from iPSC cells, from autism spectrum disorder patient; PMID:30617258","ERR2105158","PASS","ERX2162436","ERS1886917","ERP091820","SAMEA104227899","","Ahoy_D0.fastq.gz_s","SAMEA104227899","2019-01-24 09:07:04","2019-01-24 09:07:39",27773835,1416465585,0,51,506,"","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR2105/ERR2105158","Ahoy_D0.fastq.gz_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP091820","PRJEB89471",NA,513827,"ERS1886917","SAMEA104227899","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","Next Generation Sequencing Core, The Salk Institute for Biological Studies, 10010 North Torrey Pines Road, La Jolla, CA 92037, USA","ERA1064806",NA,"public","70DA3602EC661F73636954486B01DAAB","A828662E17A34F955E4DEC7494C5AADC"
"ERR2105160","ERP091820.ERX2162438.GPL16791","ERP091820","ERX2162438","GPL16791","derived neural stem cell","test","dNSC","IPS","dNSC-IPS","endpoint","",144,"derived neural stem cells","test","neural stem cells","derived neural stem cell","IPS","","derived neural stem cells","D0 untreated","induced pluripotent stem cell","FACS sorted (CD184+/CD271-/CD44-/CD24-/CD15+) neural stem cells, derived from iPSC cells, from autism spectrum disorder patient; PMID:30617258","ERR2105160","PASS","ERX2162438","ERS1886919","ERP091820","SAMEA104227901","","Arch_D0.fastq.gz_s","SAMEA104227901","2019-01-24 09:07:04","2019-01-24 09:08:46",28746214,1466056914,0,51,522,"","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR2105/ERR2105160","Arch_D0.fastq.gz_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP091820","PRJEB89471",NA,513827,"ERS1886919","SAMEA104227901","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","Next Generation Sequencing Core, The Salk Institute for Biological Studies, 10010 North Torrey Pines Road, La Jolla, CA 92037, USA","ERA1064806",NA,"public","6B1B33F0E52C7A8FFC68A46DDF3F95B8","83B188E7103D7E0BF578751719029EDF"
"ERR2105161","ERP091820.ERX2162439.GPL16791","ERP091820","ERX2162439","GPL16791","derived neural stem cell","test","dNSC","IPS","dNSC-IPS","endpoint","",145,"derived neural stem cells","test","neural stem cells","derived neural stem cell","IPS","","derived neural stem cells","D0 untreated","induced pluripotent stem cell","FACS sorted (CD184+/CD271-/CD44-/CD24-/CD15+) neural stem cells, derived from iPSC cells, from autism spectrum disorder patient; PMID:30617258","ERR2105161","PASS","ERX2162439","ERS1886920","ERP091820","SAMEA104227902","","Avid_D0.fastq.gz_s","SAMEA104227902","2019-01-24 09:07:04","2019-01-24 09:08:31",20409190,1040868690,0,51,395,"","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR2105/ERR2105161","Avid_D0.fastq.gz_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP091820","PRJEB89471",NA,513827,"ERS1886920","SAMEA104227902","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","Next Generation Sequencing Core, The Salk Institute for Biological Studies, 10010 North Torrey Pines Road, La Jolla, CA 92037, USA","ERA1064806",NA,"public","0648CB16F38AE6B13C4D4338989BDBE5","CE241847B9D8D0DD305E89A52F42860B"
"ERR2105162","ERP091820.ERX2162440.GPL16791","ERP091820","ERX2162440","GPL16791","derived neural stem cell","test","dNSC","IPS","dNSC-IPS","endpoint","",146,"derived neural stem cells","test","neural stem cells","derived neural stem cell","IPS","","derived neural stem cells","D0 untreated","induced pluripotent stem cell","FACS sorted (CD184+/CD271-/CD44-/CD24-/CD15+) neural stem cells derived from iPS, from normal control; PMID:30617258","ERR2105162","PASS","ERX2162440","ERS1886921","ERP091820","SAMEA104227903","","Cent_D0.fastq.gz_s","SAMEA104227903","2019-01-24 09:07:04","2019-01-24 09:09:32",24801196,1264860996,0,51,479,"","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR2105/ERR2105162","Cent_D0.fastq.gz_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP091820","PRJEB89471",NA,513827,"ERS1886921","SAMEA104227903","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","Next Generation Sequencing Core, The Salk Institute for Biological Studies, 10010 North Torrey Pines Road, La Jolla, CA 92037, USA","ERA1064806",NA,"public","F3893DFC2DD0D6EED6097E853DD98540","AF7320E943031B585801978B4FD00C5E"
"ERR2105163","ERP091820.ERX2162441.GPL16791","ERP091820","ERX2162441","GPL16791","derived neural stem cell","test","dNSC","IPS","dNSC-IPS","endpoint","",147,"derived neural stem cells","test","neural stem cells","derived neural stem cell","IPS","","derived neural stem cells","D0 untreated","induced pluripotent stem cell","FACS sorted (CD184+/CD271-/CD44-/CD24-/CD15+) neural stem cells derived from iPS, from normal control; PMID:30617258","ERR2105163","PASS","ERX2162441","ERS1886922","ERP091820","SAMEA104227904","","Chap_D0.fastq.gz_s","SAMEA104227904","2019-01-24 09:07:04","2019-01-24 09:09:55",29294092,1493998692,0,51,536,"","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR2105/ERR2105163","Chap_D0.fastq.gz_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP091820","PRJEB89471",NA,513827,"ERS1886922","SAMEA104227904","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","Next Generation Sequencing Core, The Salk Institute for Biological Studies, 10010 North Torrey Pines Road, La Jolla, CA 92037, USA","ERA1064806",NA,"public","A2FBF0DB78A701555185EE5C5C4FB0BF","FF7183E084C0FD57C95D1A7EDFC24228"
"ERR2105165","ERP091820.ERX2162443.GPL16791","ERP091820","ERX2162443","GPL16791","derived neural stem cell","test","dNSC","IPS","dNSC-IPS","endpoint","",149,"derived neural stem cells","test","neural stem cells","derived neural stem cell","IPS","","derived neural stem cells","D0 untreated","induced pluripotent stem cell","FACS sorted (CD184+/CD271-/CD44-/CD24-/CD15+) neural stem cells derived from iPS, from normal control; PMID:30617258","ERR2105165","PASS","ERX2162443","ERS1886924","ERP091820","SAMEA104227906","","Clue_D0.fastq.gz_s","SAMEA104227906","2019-01-24 09:07:04","2019-01-24 09:10:55",34249063,1746702213,0,51,624,"","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR2105/ERR2105165","Clue_D0.fastq.gz_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP091820","PRJEB89471",NA,513827,"ERS1886924","SAMEA104227906","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","Next Generation Sequencing Core, The Salk Institute for Biological Studies, 10010 North Torrey Pines Road, La Jolla, CA 92037, USA","ERA1064806",NA,"public","A883D101A7D0E7962E752A10146CA3A1","4BF413685452773702F0BAE3A8AF5CE4"
"ERR2105167","ERP091820.ERX2162445.GPL16791","ERP091820","ERX2162445","GPL16791","derived neuron","test","dNEUR","NSC","dNEUR-NSC","d14","",151,"derived neurons","test","neurons","derived neuron","IPS","","derived neurons","D14","neural stem cell","D14 derived neuron from derived neural stem cell, FACS sorted (eGFP+/PSA-NCAM+); autism spectrum disorder patient; differentiating neurons express PSA-NCAM on the cell surface","ERR2105167","PASS","ERX2162445","ERS1886926","ERP091820","SAMEA104227908","","Able_D14.fastq.gz_s","SAMEA104227908","2019-01-24 09:07:04","2019-01-24 09:11:00",21597220,1101458220,0,51,419,"","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR2105/ERR2105167","Able_D14.fastq.gz_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP091820","PRJEB89471",NA,513827,"ERS1886926","SAMEA104227908","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","Next Generation Sequencing Core, The Salk Institute for Biological Studies, 10010 North Torrey Pines Road, La Jolla, CA 92037, USA","ERA1064806",NA,"public","87C6C49A771DF232A572BA1893434249","0F96A2F6BC2A128B93E9F9A3B8FB1CF7"
"ERR2105168","ERP091820.ERX2162446.GPL16791","ERP091820","ERX2162446","GPL16791","derived neuron","test","dNEUR","NSC","dNEUR-NSC","d2","",152,"derived neurons","test","neurons","derived neuron","IPS","","derived neurons","D2","neural stem cell","D2 derived neuron from derived neural stem cell, FACS sorted (eGFP+/PSA-NCAM+); autism spectrum disorder patient; differentiating neurons express PSA-NCAM on the cell surface","ERR2105168","PASS","ERX2162446","ERS1886927","ERP091820","SAMEA104227909","","Able_D2.fastq.gz_s","SAMEA104227909","2019-01-24 09:07:04","2019-01-24 09:11:58",20229321,1031695371,0,51,392,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/ERR2105168/ERR2105168.1","Able_D2.fastq.gz_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP091820","PRJEB89471",NA,513827,"ERS1886927","SAMEA104227909","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","Next Generation Sequencing Core, The Salk Institute for Biological Studies, 10010 North Torrey Pines Road, La Jolla, CA 92037, USA","ERA1064806",NA,"public","D96739E89EC386630A10546AED515941","250CC6D368DB2774A9764A7552533024"
