row,experiment_id,sample_id,platform_id,cell_type,category,general_cell_type,donor_tissue,sub_cell_type1,ts_timepoint,ResemblingNativeCellType,AdditionalProperty,GSE,GSM,SRR_accession,QC_summary,SRX_accession,SRS_accession,SRP_accession,GSE_accession,Sample_name,LibraryLayout,Model
ERP109002.ERX2614445.GPL16791,ERP109002,ERX2614445,GPL16791,fetal forebrain,standard,fBRN,NA,NA,,,,,,ERR2598164,PASS,ERX2614445,ERS2510270,ERP109002,SAMEA4690086,,SINGLE,Illumina HiSeq 2500
ERP109002.ERX2614446.GPL16791,ERP109002,ERX2614446,GPL16791,fetal forebrain,standard,fBRN,NA,NA,,,,,,ERR2598165,PASS,ERX2614446,ERS2510271,ERP109002,SAMEA4690087,,SINGLE,Illumina HiSeq 2500
ERP109002.ERX2614447.GPL16791,ERP109002,ERX2614447,GPL16791,fetal forebrain,standard,fBRN,NA,NA,,,,,,ERR2598166,PASS,ERX2614447,ERS2510272,ERP109002,SAMEA4690088,,SINGLE,Illumina HiSeq 2500
ERP109002.ERX2614450.GPL16791,ERP109002,ERX2614450,GPL16791,fetal hindbrain,standard,fBRN,NA,NA,,,,,,ERR2598169,PASS,ERX2614450,ERS2510275,ERP109002,SAMEA4690091,,SINGLE,Illumina HiSeq 2500
ERP109002.ERX2614451.GPL16791,ERP109002,ERX2614451,GPL16791,fetal hindbrain,standard,fBRN,NA,NA,,,,,,ERR2598170,PASS,ERX2614451,ERS2510276,ERP109002,SAMEA4690092,,SINGLE,Illumina HiSeq 2500
ERP109002.ERX2614452.GPL16791,ERP109002,ERX2614452,GPL16791,fetal hindbrain,standard,fBRN,NA,NA,,,,,,ERR2598171,PASS,ERX2614452,ERS2510277,ERP109002,SAMEA4690093,,SINGLE,Illumina HiSeq 2500
ERP109002.ERX2614461.GPL16791,ERP109002,ERX2614461,GPL16791,fetal forebrain,standard,fBRN,NA,NA,,,,,,ERR2598180,PASS,ERX2614461,ERS2510286,ERP109002,SAMEA4690102,,SINGLE,Illumina HiSeq 2500
ERP109002.ERX2614462.GPL16791,ERP109002,ERX2614462,GPL16791,fetal forebrain,standard,fBRN,NA,NA,,,,,,ERR2598181,PASS,ERX2614462,ERS2510287,ERP109002,SAMEA4690103,,SINGLE,Illumina HiSeq 2500
ERP109002.ERX2614465.GPL16791,ERP109002,ERX2614465,GPL16791,fetal hindbrain,standard,fBRN,NA,NA,,,,,,ERR2598184,PASS,ERX2614465,ERS2510290,ERP109002,SAMEA4690106,,SINGLE,Illumina HiSeq 2500
ERP109002.ERX2614466.GPL16791,ERP109002,ERX2614466,GPL16791,fetal hindbrain,standard,fBRN,NA,NA,,,,,,ERR2598185,PASS,ERX2614466,ERS2510291,ERP109002,SAMEA4690107,,SINGLE,Illumina HiSeq 2500
ERP109002.ERX2614476.GPL16791,ERP109002,ERX2614476,GPL16791,fetal hindbrain,standard,fBRN,NA,NA,,,,,,ERR2598195,PASS,ERX2614476,ERS2510301,ERP109002,SAMEA4690117,,SINGLE,Illumina HiSeq 2500
ERP109002.ERX2614477.GPL16791,ERP109002,ERX2614477,GPL16791,fetal hindbrain,standard,fBRN,NA,NA,,,,,,ERR2598196,PASS,ERX2614477,ERS2510302,ERP109002,SAMEA4690118,,SINGLE,Illumina HiSeq 2500
ERP109002.ERX2614478.GPL16791,ERP109002,ERX2614478,GPL16791,fetal hindbrain,standard,fBRN,NA,NA,,,,,,ERR2598197,PASS,ERX2614478,ERS2510303,ERP109002,SAMEA4690119,,SINGLE,Illumina HiSeq 2500
ERP109002.ERX2614479.GPL16791,ERP109002,ERX2614479,GPL16791,fetal hindbrain,standard,fBRN,NA,NA,,,,,,ERR2598198,PASS,ERX2614479,ERS2510304,ERP109002,SAMEA4690120,,SINGLE,Illumina HiSeq 2500
ERP109002.ERX2614487.GPL16791,ERP109002,ERX2614487,GPL16791,fetal forebrain,standard,fBRN,NA,NA,,,,,,ERR2598206,PASS,ERX2614487,ERS2510312,ERP109002,SAMEA4690128,,SINGLE,Illumina HiSeq 2500
ERP109002.ERX2614488.GPL16791,ERP109002,ERX2614488,GPL16791,fetal forebrain,standard,fBRN,NA,NA,,,,,,ERR2598207,PASS,ERX2614488,ERS2510313,ERP109002,SAMEA4690129,,SINGLE,Illumina HiSeq 2500
ERP109002.ERX2614489.GPL16791,ERP109002,ERX2614489,GPL16791,fetal forebrain,standard,fBRN,NA,NA,,,,,,ERR2598208,PASS,ERX2614489,ERS2510314,ERP109002,SAMEA4690130,,SINGLE,Illumina HiSeq 2500
ERP109002.ERX2614493.GPL16791,ERP109002,ERX2614493,GPL16791,fetal hindbrain,standard,fBRN,NA,NA,,,,,,ERR2598212,PASS,ERX2614493,ERS2510318,ERP109002,SAMEA4690134,,SINGLE,Illumina HiSeq 2500
ERP109002.ERX2614494.GPL16791,ERP109002,ERX2614494,GPL16791,fetal hindbrain,standard,fBRN,NA,NA,,,,,,ERR2598213,PASS,ERX2614494,ERS2510319,ERP109002,SAMEA4690135,,SINGLE,Illumina HiSeq 2500
ERP109002.ERX2614495.GPL16791,ERP109002,ERX2614495,GPL16791,fetal hindbrain,standard,fBRN,NA,NA,,,,,,ERR2598214,PASS,ERX2614495,ERS2510320,ERP109002,SAMEA4690136,,SINGLE,Illumina HiSeq 2500
ERP109002.ERX2614507.GPL16791,ERP109002,ERX2614507,GPL16791,fetal forebrain,standard,fBRN,NA,NA,,,,,,ERR2598226,PASS,ERX2614507,ERS2510332,ERP109002,SAMEA4690148,,SINGLE,Illumina HiSeq 2500
ERP109002.ERX2614510.GPL16791,ERP109002,ERX2614510,GPL16791,fetal forebrain,standard,fBRN,NA,NA,,,,,,ERR2598229,WARN(8),ERX2614510,ERS2510335,ERP109002,SAMEA4690151,,SINGLE,Illumina HiSeq 2500
ERP109002.ERX2614516.GPL16791,ERP109002,ERX2614516,GPL16791,fetal hindbrain,standard,fBRN,NA,NA,,,,,,ERR2598235,PASS,ERX2614516,ERS2510341,ERP109002,SAMEA4690157,,SINGLE,Illumina HiSeq 2500
ERP109002.ERX2614517.GPL16791,ERP109002,ERX2614517,GPL16791,fetal hindbrain,standard,fBRN,NA,NA,,,,,,ERR2598236,PASS,ERX2614517,ERS2510342,ERP109002,SAMEA4690158,,SINGLE,Illumina HiSeq 2500
ERP109002.ERX2614518.GPL16791,ERP109002,ERX2614518,GPL16791,fetal hindbrain,standard,fBRN,NA,NA,,,,,,ERR2598237,PASS,ERX2614518,ERS2510343,ERP109002,SAMEA4690159,,SINGLE,Illumina HiSeq 2500
ERP109002.ERX2614519.GPL16791,ERP109002,ERX2614519,GPL16791,fetal hindbrain,standard,fBRN,NA,NA,,,,,,ERR2598238,WARN(8),ERX2614519,ERS2510344,ERP109002,SAMEA4690160,,SINGLE,Illumina HiSeq 2500
ERP109002.ERX2614532.GPL16791,ERP109002,ERX2614532,GPL16791,fetal forebrain,standard,fBRN,NA,NA,,,,,,ERR2598251,PASS,ERX2614532,ERS2510357,ERP109002,SAMEA4690174,,SINGLE,Illumina HiSeq 2500
ERP109002.ERX2614537.GPL16791,ERP109002,ERX2614537,GPL16791,fetal hindbrain,standard,fBRN,NA,NA,,,,,,ERR2598256,PASS,ERX2614537,ERS2510362,ERP109002,SAMEA4690179,,SINGLE,Illumina HiSeq 2500
ERP109002.ERX2614538.GPL16791,ERP109002,ERX2614538,GPL16791,fetal hindbrain,standard,fBRN,NA,NA,,,,,,ERR2598257,PASS,ERX2614538,ERS2510363,ERP109002,SAMEA4690180,,SINGLE,Illumina HiSeq 2500
SRP151274.SRX4292547.GPL20301,SRP151274,SRX4292547,GPL20301,"induced pluripotent stem cell, treated",other,IPS.t,PBMC,IPS.t-PBMC,,,,,,SRR7421702,PASS,SRX4292547,SRS3455682,SRP151274,iPSC20-NoB8h,,PAIRED,Illumina HiSeq 4000
SRP151274.SRX4292546.GPL20301,SRP151274,SRX4292546,GPL20301,"induced pluripotent stem cell, treated",other,IPS.t,PBMC,IPS.t-PBMC,,,,,,SRR7421703,PASS,SRX4292546,SRS3455681,SRP151274,iPSC19-NoB2h,,PAIRED,Illumina HiSeq 4000
SRP151274.SRX4292532.GPL20301,SRP151274,SRX4292532,GPL20301,"induced pluripotent stem cell, treated",other,IPS.t,PBMC,IPS.t-PBMC,,,,,,SRR7421704,PASS,SRX4292532,SRS3455667,SRP151274,iPSC18-BCL4h,,PAIRED,Illumina HiSeq 4000
SRP151274.SRX4292545.GPL20301,SRP151274,SRX4292545,GPL20301,"induced pluripotent stem cell, treated",other,IPS.t,PBMC,IPS.t-PBMC,,,,,,SRR7421705,PASS,SRX4292545,SRS3455680,SRP151274,iPSC20-BCL2h,,PAIRED,Illumina HiSeq 4000
SRP151274.SRX4292544.GPL20301,SRP151274,SRX4292544,GPL20301,"induced pluripotent stem cell, treated",other,IPS.t,PBMC,IPS.t-PBMC,,,,,,SRR7421706,PASS,SRX4292544,SRS3455679,SRP151274,iPSC18-NoB2h,,PAIRED,Illumina HiSeq 4000
SRP151274.SRX4292543.GPL20301,SRP151274,SRX4292543,GPL20301,"induced pluripotent stem cell, treated",other,IPS.t,PBMC,IPS.t-PBMC,,,,,,SRR7421707,PASS,SRX4292543,SRS3455678,SRP151274,iPSC20-NoB2h,,PAIRED,Illumina HiSeq 4000
SRP151274.SRX4292542.GPL20301,SRP151274,SRX4292542,GPL20301,"induced pluripotent stem cell, treated",other,IPS.t,PBMC,IPS.t-PBMC,,,,,,SRR7421708,PASS,SRX4292542,SRS3455677,SRP151274,iPSC19-BCL8h,,PAIRED,Illumina HiSeq 4000
SRP151274.SRX4292541.GPL20301,SRP151274,SRX4292541,GPL20301,"induced pluripotent stem cell, treated",other,IPS.t,PBMC,IPS.t-PBMC,,,,,,SRR7421709,PASS,SRX4292541,SRS3455676,SRP151274,iPSC18-NoB4h,,PAIRED,Illumina HiSeq 4000
SRP151274.SRX4292539.GPL20301,SRP151274,SRX4292539,GPL20301,"induced pluripotent stem cell, treated",other,IPS.t,PBMC,IPS.t-PBMC,,,,,,SRR7421710,PASS,SRX4292539,SRS3455673,SRP151274,iPSC18-BCL2h,,PAIRED,Illumina HiSeq 4000
SRP151274.SRX4292538.GPL20301,SRP151274,SRX4292538,GPL20301,"induced pluripotent stem cell, treated",other,IPS.t,PBMC,IPS.t-PBMC,,,,,,SRR7421711,PASS,SRX4292538,SRS3455674,SRP151274,iPSC18-NoB8h,,PAIRED,Illumina HiSeq 4000
SRP151274.SRX4292537.GPL20301,SRP151274,SRX4292537,GPL20301,"induced pluripotent stem cell, treated",other,IPS.t,PBMC,IPS.t-PBMC,,,,,,SRR7421712,PASS,SRX4292537,SRS3455672,SRP151274,iPSC20-BCL8h,,PAIRED,Illumina HiSeq 4000
SRP151274.SRX4292540.GPL20301,SRP151274,SRX4292540,GPL20301,"induced pluripotent stem cell, treated",other,IPS.t,PBMC,IPS.t-PBMC,,,,,,SRR7421713,PASS,SRX4292540,SRS3455675,SRP151274,iPSC19-NoB4h,,PAIRED,Illumina HiSeq 4000
SRP151274.SRX4292536.GPL20301,SRP151274,SRX4292536,GPL20301,"induced pluripotent stem cell, treated",other,IPS.t,PBMC,IPS.t-PBMC,,,,,,SRR7421714,PASS,SRX4292536,SRS3455671,SRP151274,iPSC19-BCL2h,,PAIRED,Illumina HiSeq 4000
SRP151274.SRX4292535.GPL20301,SRP151274,SRX4292535,GPL20301,induced pluripotent stem cell,standard,IPS,PBMC,IPS-PBMC,,,,,,SRR7421715,PASS,SRX4292535,SRS3455670,SRP151274,iPSC18-Con2h,,PAIRED,Illumina HiSeq 4000
SRP151274.SRX4292534.GPL20301,SRP151274,SRX4292534,GPL20301,induced pluripotent stem cell,standard,IPS,PBMC,IPS-PBMC,,,,,,SRR7421716,PASS,SRX4292534,SRS3455669,SRP151274,iPSC19-Con2h,,PAIRED,Illumina HiSeq 4000
SRP151274.SRX4292533.GPL20301,SRP151274,SRX4292533,GPL20301,"induced pluripotent stem cell, treated",other,IPS.t,PBMC,IPS.t-PBMC,,,,,,SRR7421717,PASS,SRX4292533,SRS3455668,SRP151274,iPSC19-NoB8h,,PAIRED,Illumina HiSeq 4000
SRP151274.SRX4292531.GPL20301,SRP151274,SRX4292531,GPL20301,"induced pluripotent stem cell, treated",other,IPS.t,PBMC,IPS.t-PBMC,,,,,,SRR7421718,PASS,SRX4292531,SRS3455666,SRP151274,iPSC19-BCL4h,,PAIRED,Illumina HiSeq 4000
SRP151274.SRX4292530.GPL20301,SRP151274,SRX4292530,GPL20301,"induced pluripotent stem cell, treated",other,IPS.t,PBMC,IPS.t-PBMC,,,,,,SRR7421719,PASS,SRX4292530,SRS3455665,SRP151274,iPSC20-BCL4h,,PAIRED,Illumina HiSeq 4000
SRP151274.SRX4292528.GPL20301,SRP151274,SRX4292528,GPL20301,induced pluripotent stem cell,standard,IPS,PBMC,IPS-PBMC,,,,,,SRR7421721,PASS,SRX4292528,SRS3455663,SRP151274,iPSC20-NoB4h,,PAIRED,Illumina HiSeq 4000
SRP048605.SRX719462.GPL16791,SRP048605,SRX719462,GPL16791,induced pluripotent stem cell,standard,IPS,HUVEC,IPS-HUVEC,,,,,,SRR1596232,PASS,SRX719462,SRS715620,SRP048605,human_iPS_d0,,SINGLE,Illumina HiSeq 2500
SRP048605.SRX719470.GPL16791,SRP048605,SRX719470,GPL16791,derived pancreatic beta cell,test,dPANCBC,IPS,dPANCBC-IPS,d26,,,,,SRR1596233,PASS,SRX719470,SRS715628,SRP048605,hiPSCs_d26_EGFP,,SINGLE,Illumina HiSeq 2500
SRP048605.SRX719471.GPL16791,SRP048605,SRX719471,GPL16791,derived pancreatic beta cell,test,dPANCBC,IPS,dPANCBC-IPS,d26,,,,,SRR1596234,PASS,SRX719471,SRS715629,SRP048605,hiPSCs_d26_ERRg,,SINGLE,Illumina HiSeq 2500
SRP062203.SRX1140342.GPL11154,SRP062203,SRX1140342,GPL11154,embryonic stem cell,standard,ESC,NA,NA,,,pmid:unknown;cellline_name:H9,,,SRR2153289,"WARN(1,5,7)",SRX1140342,SRS1025815,SRP062203,hESC_T1,,SINGLE,Illumina HiSeq 2000
SRP062203.SRX1140342.GPL11154,SRP062203,SRX1140342,GPL11154,embryonic stem cell,standard,ESC,NA,NA,,,pmid:unknown;cellline_name:H9,,,SRR2153338,"WARN(1,5,7)",SRX1140342,SRS1025815,SRP062203,hESC_T1,,SINGLE,Illumina HiSeq 2000
SRP062203.SRX1140343.GPL11154,SRP062203,SRX1140343,GPL11154,derived endoderm,test,dENDOD,ESC,dENDOD-ESC,1,,pmid:unknown,,,SRR2153341,"WARN(1,5,7)",SRX1140343,SRS1025816,SRP062203,hESC_T2,,SINGLE,Illumina HiSeq 2000
SRP062203.SRX1140343.GPL11154,SRP062203,SRX1140343,GPL11154,derived endoderm,test,dENDOD,ESC,dENDOD-ESC,1,,pmid:unknown,,,SRR2153409,"WARN(1,5,7)",SRX1140343,SRS1025816,SRP062203,hESC_T2,,SINGLE,Illumina HiSeq 2000
SRP062203.SRX1140344.GPL11154,SRP062203,SRX1140344,GPL11154,derived foregut endoderm,test,dFGENDO,ESC,dFGENDO-ESC,2,,pmid:unknown,,,SRR2153411,"WARN(1,5,7)",SRX1140344,SRS1025818,SRP062203,hESC_T3,,SINGLE,Illumina HiSeq 2000
SRP062203.SRX1140344.GPL11154,SRP062203,SRX1140344,GPL11154,derived foregut endoderm,test,dFGENDO,ESC,dFGENDO-ESC,2,,pmid:unknown,,,SRR2153412,"WARN(1,5,7)",SRX1140344,SRS1025818,SRP062203,hESC_T3,,SINGLE,Illumina HiSeq 2000
SRP062203.SRX1140346.GPL11154,SRP062203,SRX1140346,GPL11154,derived hepatic endoderm,test,dHEPENDO,ESC,dHEPENDO-ESC,3,,pmid:unknown,,,SRR2153413,"WARN(1,5,7)",SRX1140346,SRS1025819,SRP062203,hESC_T4,,SINGLE,Illumina HiSeq 2000
SRP062203.SRX1140346.GPL11154,SRP062203,SRX1140346,GPL11154,derived hepatic endoderm,test,dHEPENDO,ESC,dHEPENDO-ESC,3,,pmid:unknown,,,SRR2153414,"WARN(1,5,7)",SRX1140346,SRS1025819,SRP062203,hESC_T4,,SINGLE,Illumina HiSeq 2000
SRP062203.SRX1140347.GPL11154,SRP062203,SRX1140347,GPL11154,derived early hepatocyte,test,dEHEP,ESC,dEHEP-ESC,4,,pmid:unknown,,,SRR2153452,"WARN(1,5,7)",SRX1140347,SRS1025820,SRP062203,hESC_T5,,SINGLE,Illumina HiSeq 2000
SRP062203.SRX1140347.GPL11154,SRP062203,SRX1140347,GPL11154,derived early hepatocyte,test,dEHEP,ESC,dEHEP-ESC,4,,pmid:unknown,,,SRR2153454,"WARN(1,5,7)",SRX1140347,SRS1025820,SRP062203,hESC_T5,,SINGLE,Illumina HiSeq 2000
SRP062203.SRX1140348.GPL11154,SRP062203,SRX1140348,GPL11154,derived late hepatocyte,test,dLHEP,ESC,dLHEP-ESC,5,,pmid:unknown,,,SRR2153455,"WARN(1,5,7,8)",SRX1140348,SRS1025821,SRP062203,hESC_T6,,SINGLE,Illumina HiSeq 2000
SRP062203.SRX1140348.GPL11154,SRP062203,SRX1140348,GPL11154,derived late hepatocyte,test,dLHEP,ESC,dLHEP-ESC,5,,pmid:unknown,,,SRR2153477,"WARN(1,5,7,8)",SRX1140348,SRS1025821,SRP062203,hESC_T6,,SINGLE,Illumina HiSeq 2000
SRP062203.SRX1140349.GPL11154,SRP062203,SRX1140349,GPL11154,induced pluripotent stem cell,standard,IPS,FIB,IPS-FIB,,,pmid:unknown,,,SRR2153479,WARN(5),SRX1140349,SRS1025822,SRP062203,hiPSC_TA,,SINGLE,Illumina HiSeq 2000
SRP062203.SRX1140349.GPL11154,SRP062203,SRX1140349,GPL11154,induced pluripotent stem cell,standard,IPS,FIB,IPS-FIB,,,pmid:unknown,,,SRR2153481,"WARN(5,7)",SRX1140349,SRS1025822,SRP062203,hiPSC_TA,,SINGLE,Illumina HiSeq 2000
SRP062203.SRX1140350.GPL11154,SRP062203,SRX1140350,GPL11154,derived endoderm,test,dENDOD,IPS,dENDOD-IPS,1,,pmid:unknown,,,SRR2153486,"WARN(1,5,7)",SRX1140350,SRS1025823,SRP062203,hiPSC_TB,,SINGLE,Illumina HiSeq 2000
SRP062203.SRX1140350.GPL11154,SRP062203,SRX1140350,GPL11154,derived endoderm,test,dENDOD,IPS,dENDOD-IPS,1,,pmid:unknown,,,SRR2153487,WARN(5),SRX1140350,SRS1025823,SRP062203,hiPSC_TB,,SINGLE,Illumina HiSeq 2000
SRP062203.SRX1140351.GPL11154,SRP062203,SRX1140351,GPL11154,derived foregut endoderm,test,dFGENDO,IPS,dFGENDO-IPS,2,,pmid:unknown,,,SRR2153516,"WARN(1,5,7)",SRX1140351,SRS1025824,SRP062203,hiPSC_TC,,SINGLE,Illumina HiSeq 2000
SRP062203.SRX1140351.GPL11154,SRP062203,SRX1140351,GPL11154,derived foregut endoderm,test,dFGENDO,IPS,dFGENDO-IPS,2,,pmid:unknown,,,SRR2153528,"WARN(5,7)",SRX1140351,SRS1025824,SRP062203,hiPSC_TC,,SINGLE,Illumina HiSeq 2000
SRP062203.SRX1140352.GPL11154,SRP062203,SRX1140352,GPL11154,derived hepatic endoderm,test,dHEPENDO,IPS,dHEPENDO-IPS,3,,pmid:unknown,,,SRR2153531,"WARN(5,7)",SRX1140352,SRS1025825,SRP062203,hiPSC_TD,,SINGLE,Illumina HiSeq 2000
SRP062203.SRX1140352.GPL11154,SRP062203,SRX1140352,GPL11154,derived hepatic endoderm,test,dHEPENDO,IPS,dHEPENDO-IPS,3,,pmid:unknown,,,SRR2153532,"WARN(1,5,7)",SRX1140352,SRS1025825,SRP062203,hiPSC_TD,,SINGLE,Illumina HiSeq 2000
SRP062203.SRX1140353.GPL11154,SRP062203,SRX1140353,GPL11154,derived early hepatocyte,test,dEHEP,IPS,dEHEP-IPS,4,,pmid:unknown,,,SRR2153535,"WARN(5,7)",SRX1140353,SRS1025826,SRP062203,hiPSC_TE,,SINGLE,Illumina HiSeq 2000
SRP062203.SRX1140353.GPL11154,SRP062203,SRX1140353,GPL11154,derived early hepatocyte,test,dEHEP,IPS,dEHEP-IPS,4,,pmid:unknown,,,SRR2153536,"WARN(1,5,7)",SRX1140353,SRS1025826,SRP062203,hiPSC_TE,,SINGLE,Illumina HiSeq 2000
SRP062203.SRX1140355.GPL11154,SRP062203,SRX1140355,GPL11154,derived late hepatocyte,test,dLHEP,IPS,dLHEP-IPS,5,,pmid:unknown,,,SRR2153539,"WARN(5,7,8)",SRX1140355,SRS1025827,SRP062203,hiPSC_TF,,SINGLE,Illumina HiSeq 2000
SRP062203.SRX1140355.GPL11154,SRP062203,SRX1140355,GPL11154,derived late hepatocyte,test,dLHEP,IPS,dLHEP-IPS,5,,pmid:unknown,,,SRR2153540,WARN(8),SRX1140355,SRS1025827,SRP062203,hiPSC_TF,,SINGLE,Illumina HiSeq 2000
SRP062203.SRX1140608.GPL11154,SRP062203,SRX1140608,GPL11154,fetal liver,standard,fLIV,NA,NA,,,pmid:unknown,,,SRR2153558,"WARN(5,8)",SRX1140608,SRS1025927,SRP062203,Fetal Liver 17,,SINGLE,Illumina HiSeq 2000
SRP062203.SRX1140611.GPL11154,SRP062203,SRX1140611,GPL11154,fetal liver,standard,fLIV,NA,NA,,,pmid:unknown,,,SRR2153577,"WARN(5,8)",SRX1140611,SRS1025931,SRP062203,Fetal Liver 18,,SINGLE,Illumina HiSeq 2000
SRP062203.SRX1140608.GPL11154,SRP062203,SRX1140608,GPL11154,fetal liver,standard,fLIV,NA,NA,,,pmid:unknown,,,SRR2153599,"WARN(5,8)",SRX1140608,SRS1025927,SRP062203,Fetal Liver 17,,SINGLE,Illumina HiSeq 2000
SRP062203.SRX1140611.GPL11154,SRP062203,SRX1140611,GPL11154,fetal liver,standard,fLIV,NA,NA,,,pmid:unknown,,,SRR2153654,"WARN(5,8)",SRX1140611,SRS1025931,SRP062203,Fetal Liver 18,,SINGLE,Illumina HiSeq 2000
SRP150612.SRX4220603.GPL11154,SRP150612,SRX4220603,GPL11154,fibroblast,standard,FIB,FSK,FIB-FSK,,,,,,SRR7347186,PASS,SRX4220603,SRS3421540,SRP150612,HFF0-1,,PAIRED,Illumina HiSeq 2000
SRP150612.SRX4220602.GPL11154,SRP150612,SRX4220602,GPL11154,fibroblast,standard,FIB,FSK,FIB-FSK,,,,,,SRR7347187,WARN(8),SRX4220602,SRS3421539,SRP150612,HFF0-2,,PAIRED,Illumina HiSeq 2000
SRP150612.SRX4220601.GPL11154,SRP150612,SRX4220601,GPL11154,induced neuron,test,iNEUR,FIB,iNEUR-FIB,d7,,,,,SRR7347188,PASS,SRX4220601,SRS3421538,SRP150612,D7 iNs-1,,PAIRED,Illumina HiSeq 2000
SRP150612.SRX4220600.GPL11154,SRP150612,SRX4220600,GPL11154,induced neuron,test,iNEUR,FIB,iNEUR-FIB,d7,,,,,SRR7347189,PASS,SRX4220600,SRS3421537,SRP150612,D7 iNs-2,,PAIRED,Illumina HiSeq 2000
SRP150612.SRX4220599.GPL11154,SRP150612,SRX4220599,GPL11154,induced neuron,test,iNEUR,FIB,iNEUR-FIB,d14,,,,,SRR7347190,PASS,SRX4220599,SRS3421536,SRP150612,D14 iNs-1,,PAIRED,Illumina HiSeq 2000
SRP150612.SRX4220598.GPL11154,SRP150612,SRX4220598,GPL11154,induced neuron,test,iNEUR,FIB,iNEUR-FIB,d14,,,,,SRR7347191,PASS,SRX4220598,SRS3421535,SRP150612,D14 iNs-2,,PAIRED,Illumina HiSeq 2000
SRP150612.SRX4220595.GPL11154,SRP150612,SRX4220595,GPL11154,fetal brain,standard,fBRN,NA,NA,,,,,,SRR7347194,PASS,SRX4220595,SRS3421532,SRP150612,PN-3,,PAIRED,Illumina HiSeq 2000
SRP046066.SRX691514.GPL16791,SRP046066,SRX691514,GPL16791,fibroblast,standard,FIB,FSK,FIB-FSK,,,,,,SRR1564403,WARN(8),SRX691514,SRS693809,SRP046066,"System Bioscience (SBI) human foreskin fibroblasts, neonate (HFFn)",,SINGLE,Illumina HiSeq 2500
SRP046066.SRX691514.GPL16791,SRP046066,SRX691514,GPL16791,fibroblast,standard,FIB,FSK,FIB-FSK,,,,,,SRR1564404,WARN(8),SRX691514,SRS693809,SRP046066,"System Bioscience (SBI) human foreskin fibroblasts, neonate (HFFn)",,SINGLE,Illumina HiSeq 2500
SRP046066.SRX691515.GPL16791,SRP046066,SRX691515,GPL16791,fibroblast,standard,FIB,FSK,FIB-FSK,,,,,,SRR1564405,WARN(8),SRX691515,SRS693809,SRP046066,"System Bioscience (SBI) human foreskin fibroblasts, neonate (HFFn)",,SINGLE,Illumina HiSeq 2500
SRP046066.SRX691515.GPL16791,SRP046066,SRX691515,GPL16791,fibroblast,standard,FIB,FSK,FIB-FSK,,,,,,SRR1564406,WARN(8),SRX691515,SRS693809,SRP046066,"System Bioscience (SBI) human foreskin fibroblasts, neonate (HFFn)",,SINGLE,Illumina HiSeq 2500
SRP057660.SRX1009319.GPL11154,SRP057660,SRX1009319,GPL11154,"fibroblast, treated",other,FIB.t,NA,NA,,,,,,SRR1999221,PASS,SRX1009319,SRS922319,SRP057660,Primary fibroblasts,,PAIRED,Illumina HiSeq 2000
SRP110335.SRX3263538.GPL18573,SRP110335,SRX3263538,GPL18573,"fibroblast, treated",other,FIB.t,NA,NA,,,,,,SRR6151616,WARN(8),SRX3263538,SRS2576441,SRP110335,EHMT2 KD Fetal fibroblast,,SINGLE,NextSeq 500
SRP110335.SRX3263538.GPL18573,SRP110335,SRX3263538,GPL18573,"fibroblast, treated",other,FIB.t,NA,NA,,,,,,SRR6151617,WARN(8),SRX3263538,SRS2576441,SRP110335,EHMT2 KD Fetal fibroblast,,SINGLE,NextSeq 500
SRP110335.SRX3263405.GPL16791,SRP110335,SRX3263405,GPL16791,"fibroblast, treated",other,FIB.t,NA,NA,,,,,,SRR6154295,WARN(8),SRX3263405,SRS2576308,SRP110335,EHMT1 KD Fetal fibroblast,,PAIRED,Illumina HiSeq 2500
SRP110335.SRX3263398.GPL16791,SRP110335,SRX3263398,GPL16791,fibroblast,standard,FIB,DERM,FIB-DERM,,,,,,SRR6154296,WARN(8),SRX3263398,SRS2576301,SRP110335,NTS fetal fibroblast,,PAIRED,Illumina HiSeq 2500
SRP110335.SRX3263398.GPL16791,SRP110335,SRX3263398,GPL16791,fibroblast,standard,FIB,DERM,FIB-DERM,,,,,,SRR6154297,WARN(8),SRX3263398,SRS2576301,SRP110335,NTS fetal fibroblast,,PAIRED,Illumina HiSeq 2500
SRP110335.SRX3263398.GPL16791,SRP110335,SRX3263398,GPL16791,fibroblast,standard,FIB,DERM,FIB-DERM,,,,,,SRR6154298,WARN(8),SRX3263398,SRS2576301,SRP110335,NTS fetal fibroblast,,PAIRED,Illumina HiSeq 2500
SRP001371.SRX252243.GPL11154,SRP001371,SRX252243,GPL11154,fibroblast,standard,FIB,BACK,FIB-BACK,,,,,,SRR786789,WARN(8),SRX252243,SRS294616,SRP001371,fSkin_fibro_back.H-24218d96,,PAIRED,Illumina HiSeq 2000
SRP001371.SRX252244.GPL11154,SRP001371,SRX252244,GPL11154,fibroblast,standard,FIB,BACK,FIB-BACK,,,,,,SRR786790,WARN(8),SRX252244,SRS294617,SRP001371,fSkin_fibro_back.H-24218d96B2,,PAIRED,Illumina HiSeq 2000
SRP001371.SRX252245.GPL11154,SRP001371,SRX252245,GPL11154,fibroblast,standard,FIB,SCALP,FIB-SCALP,,,,,,SRR786791,WARN(8),SRX252245,SRS294626,SRP001371,fSkin_fibro_scalp.H-24259d97,,PAIRED,Illumina HiSeq 2000
